name,hg_19,cb,both
PLD6,False,True,False
ATP13A5-AS1,False,True,False
SNORD115-30,False,True,False
EYA2,False,True,False
COL17A1,False,True,False
RPS3A,False,True,False
RNA5SP126,False,True,False
ANXA9,False,True,False
DOCK8-AS1,False,True,False
MIR4424,False,True,False
NME6,False,True,False
PSMA4,False,True,False
GLOD4,False,True,False
GBF1,False,True,False
SNORA12,False,True,False
OSBPL1A,False,True,False
HDGF,False,True,False
RRP9,False,True,False
STC1,False,True,False
ARHGEF39,False,True,False
GNA14,False,True,False
MIR4700,False,True,False
SNORA8,False,True,False
LRRTM4,False,True,False
SH2D7,False,True,False
PBX2,False,True,False
LIAT1,False,True,False
GTF2H1,False,True,False
OR4X1,False,True,False
ZNF653,False,True,False
TMPRSS13,False,True,False
ADAM7,False,True,False
RNU4-7P,False,True,False
RNA5SP112,False,True,False
UBB,False,True,False
SNORA11D,False,True,False
IP6K2,False,True,False
PMEL,False,True,False
RNA5SP492,False,True,False
FGFR3,False,True,False
RNU7-87P,False,True,False
CASKIN1,False,True,False
KRT18,False,True,False
TRIM42,False,True,False
ZBTB48,False,True,False
MIR620,False,True,False
MARF1,False,True,False
KCNK4,False,True,False
ZNF664,False,True,False
RNU6ATAC20P,False,True,False
RESP18,False,True,False
ATP10A,False,True,False
MIR5707,False,True,False
RN7SKP54,False,True,False
CD82,False,True,False
POLR1D,False,True,False
FOXP3,False,True,False
PDLIM7,False,True,False
RFX4,False,True,False
TIRAP,False,True,False
GPSM1,False,True,False
WDR33,False,True,False
TFR2,False,True,False
INSR,False,True,False
EIF2AK1,False,True,False
EXOC3L1,False,True,False
ZDHHC23,False,True,False
FREM3,False,True,False
CD38,False,True,False
MAGI2,False,True,False
MIR3924,False,True,False
RNA5SP384,False,True,False
TSFM,False,True,False
INTS8,False,True,False
KCNK15,False,True,False
CCIN,False,True,False
MIR548P,False,True,False
ZBED3-AS1,False,True,False
ZNF678,False,True,False
STYK1,False,True,False
PIP4K2B,False,True,False
HOXC8,False,True,False
CHTF18,False,True,False
SULT2A1,False,True,False
ANKRD13C-DT,False,True,False
TMEM131L,False,True,False
LAMTOR5-AS1,False,True,False
LAP3,False,True,False
OR11H1,False,True,False
DEFB131A,False,True,False
CAND2,False,True,False
RAET1L,False,True,False
RNA5SP464,False,True,False
RN7SKP262,False,True,False
SEPTIN7,False,True,False
OSR2,False,True,False
TSPAN15,False,True,False
MIR4469,False,True,False
SSC5D,False,True,False
MGAT4B,False,True,False
MIR548H3,False,True,False
IL12RB2,False,True,False
TBC1D13,False,True,False
SENP3,False,True,False
NIPSNAP1,False,True,False
POU3F2,False,True,False
NPDC1,False,True,False
GCC1,False,True,False
NELFCD,False,True,False
PRDM2,False,True,False
B3GAT2,False,True,False
CDC20B,False,True,False
PALM2AKAP2,False,True,False
CDK5R1,False,True,False
ICOS,False,True,False
FGFBP1,False,True,False
ZBED4,False,True,False
OR7A17,False,True,False
RASA2-IT1,False,True,False
RN7SKP17,False,True,False
ZNF416,False,True,False
SNORA23,False,True,False
GBP7,False,True,False
NSMAF,False,True,False
PROKR1,False,True,False
EMC8,False,True,False
MARCKSL1,False,True,False
SCN1B,False,True,False
PLCD3,False,True,False
ZNF784,False,True,False
RNU4-52P,False,True,False
PDLIM3,False,True,False
PITX1,False,True,False
MIR3907,False,True,False
ST6GALNAC3,False,True,False
ALDH1L1,False,True,False
FARP1-AS1,False,True,False
WDR31,False,True,False
MEAF6,False,True,False
SDR39U1,False,True,False
GPR143,False,True,False
TMEM167B,False,True,False
SNORD24,False,True,False
EIF5,False,True,False
RNU4ATAC8P,False,True,False
CD248,False,True,False
GABARAPL1,False,True,False
ZNF101,False,True,False
LEMD1-AS1,False,True,False
NUBPL,False,True,False
POF1B,False,True,False
RN7SL498P,False,True,False
PRSS27,False,True,False
HNRNPA1L2,False,True,False
GOLGA2,False,True,False
ATXN7,False,True,False
SNORA46,False,True,False
RN7SKP171,False,True,False
MAFB,False,True,False
BAG6,False,True,False
CLEC6A,False,True,False
HSD17B14,False,True,False
RNU5E-1,False,True,False
RNA5SP63,False,True,False
WDR55,False,True,False
MIR3135A,False,True,False
HSD17B8,False,True,False
USP26,False,True,False
RN7SL277P,False,True,False
EFS,False,True,False
RHBDL2,False,True,False
RNY4P28,False,True,False
IL17RB,False,True,False
OR5H2,False,True,False
NCF4,False,True,False
RNA5SP479,False,True,False
MIR598,False,True,False
MIR4655,False,True,False
CFLAR,False,True,False
OR10AD1,False,True,False
PCDH18,False,True,False
DOC2A,False,True,False
DBR1,False,True,False
RNU7-79P,False,True,False
ZNF75D,False,True,False
SEC23A,False,True,False
ZNF142,False,True,False
SUOX,False,True,False
PRPF4,False,True,False
RN7SL305P,False,True,False
PGBD1,False,True,False
PKIB,False,True,False
H3-7,False,True,False
TUBB1,False,True,False
C16orf74,False,True,False
HSPA5,False,True,False
OR8J3,False,True,False
OR2J1,False,True,False
MYCNOS,False,True,False
TSPYL4,False,True,False
ATP1B2,False,True,False
TMEM106A,False,True,False
MIR362,False,True,False
RNU5E-3P,False,True,False
RN7SL814P,False,True,False
MIR381HG,False,True,False
RTKN2,False,True,False
TRNT1,False,True,False
CHRM3-AS1,False,True,False
OSBPL10-AS1,False,True,False
MYO7B,False,True,False
EXOC3L2,False,True,False
TTR,False,True,False
SLC12A1,False,True,False
MIR921,False,True,False
LRRC3,False,True,False
STEAP2,False,True,False
ZBTB22,False,True,False
LINC00557,False,True,False
WFDC10B,False,True,False
PLLP,False,True,False
PEA15,False,True,False
MRPL9,False,True,False
NMRK2,False,True,False
XKR8,False,True,False
NEUROG2,False,True,False
AKR1C4,False,True,False
ATP1A3,False,True,False
MRPL46,False,True,False
POU2AF2,False,True,False
TGM4,False,True,False
LINC00622,False,True,False
PSMD7,False,True,False
CPXM1,False,True,False
ITIH2,False,True,False
MIR1224,False,True,False
LINGO3,False,True,False
MLN,False,True,False
TMEM33,False,True,False
HESX1,False,True,False
OAT,False,True,False
G6PC1,False,True,False
SKIDA1,False,True,False
ZNF724,False,True,False
RUNDC3A,False,True,False
RAB4B,False,True,False
DNAAF11,False,True,False
ZNF331,False,True,False
INSYN2B,False,True,False
ERC2-IT1,False,True,False
TAL1,False,True,False
SRSF6,False,True,False
NRIP2,False,True,False
RAB21,False,True,False
PHACTR2P1,False,True,False
RN7SKP118,False,True,False
CLEC7A,False,True,False
TASP1,False,True,False
MMP11,False,True,False
MIR5193,False,True,False
TAF1B,False,True,False
ESR2,False,True,False
PAK4,False,True,False
CRISP1,False,True,False
TNPO3,False,True,False
RN7SL569P,False,True,False
STK32C,False,True,False
BMX,False,True,False
LONP2,False,True,False
GNAL,False,True,False
MIR4639,False,True,False
RN7SKP292,False,True,False
CLK1,False,True,False
MDM4,False,True,False
DEAF1,False,True,False
MIR617,False,True,False
AP1AR,False,True,False
UNC45B,False,True,False
NACAD,False,True,False
MIR3668,False,True,False
ZFYVE19,False,True,False
BNIP3L,False,True,False
ZAP70,False,True,False
KCNV2,False,True,False
DOT1L,False,True,False
C5AR1,False,True,False
RN7SL38P,False,True,False
MIR4432,False,True,False
MIR31,False,True,False
RN7SL677P,False,True,False
ASB17,False,True,False
ELK3,False,True,False
PMS1,False,True,False
RN7SL154P,False,True,False
RNA5SP259,False,True,False
SAMD9L,False,True,False
FGGY,False,True,False
ASAP2,False,True,False
MIR5696,False,True,False
KCNG3,False,True,False
TAF7L,False,True,False
PGAM2,False,True,False
TMEM154,False,True,False
RN7SL106P,False,True,False
RNA5SP172,False,True,False
SH3KBP1,False,True,False
RN7SL18P,False,True,False
LSM5,False,True,False
RNU4-74P,False,True,False
ACE2,False,True,False
SLC6A6,False,True,False
TMEM39B,False,True,False
CLDN25,False,True,False
CHIT1,False,True,False
VAT1,False,True,False
FNDC7,False,True,False
CDYL2,False,True,False
CSF2RB,False,True,False
SCN4B,False,True,False
ANKRD28,False,True,False
ZNF367,False,True,False
ELP3,False,True,False
MUC22,False,True,False
ST6GALNAC6,False,True,False
POU6F2-AS2,False,True,False
RARB,False,True,False
VGF,False,True,False
AREG,False,True,False
RNA5SP133,False,True,False
PTPN6,False,True,False
MYOZ1,False,True,False
ZNF749,False,True,False
LINC00392,False,True,False
CERK,False,True,False
LIFR,False,True,False
LINC00840,False,True,False
FOXR2,False,True,False
APOH,False,True,False
MANF,False,True,False
RN7SKP192,False,True,False
TMSB4X,False,True,False
RN7SL518P,False,True,False
MAPKAPK3,False,True,False
COL18A1-AS2,False,True,False
MAOA,False,True,False
OR1D2,False,True,False
CCDC15,False,True,False
KLHL34,False,True,False
OR5B12,False,True,False
KCNK18,False,True,False
GLT1D1,False,True,False
LINC00391,False,True,False
ZXDC,False,True,False
SLCO1C1,False,True,False
MIR1286,False,True,False
MAGEA4,False,True,False
MTRNR2L8,False,True,False
ZNF681,False,True,False
CUX2,False,True,False
UTP6,False,True,False
HSPB9,False,True,False
FBXO45,False,True,False
RNU7-7P,False,True,False
HSPD1,False,True,False
ABITRAM,False,True,False
PPP1R1C,False,True,False
SMIM6,False,True,False
KRT38,False,True,False
RN7SL570P,False,True,False
FAM171A1,False,True,False
C1QC,False,True,False
SMR3A,False,True,False
ATP9B,False,True,False
RNU11-4P,False,True,False
BTBD6,False,True,False
MIR100,False,True,False
RN7SL191P,False,True,False
UGT3A1,False,True,False
KLRG1,False,True,False
ALOX12B,False,True,False
HMGN5,False,True,False
LRRC37A,False,True,False
MIR3202-2,False,True,False
DMKN,False,True,False
TEN1,False,True,False
UBN2,False,True,False
MPHOSPH6,False,True,False
PEX11A,False,True,False
FKBP2,False,True,False
GNAI1,False,True,False
FAM236A,False,True,False
NT5C1A,False,True,False
TRIM6,False,True,False
MIR181D,False,True,False
BCAN,False,True,False
DEFA1,False,True,False
AIDA,False,True,False
APIP,False,True,False
COPB2,False,True,False
MYADML2,False,True,False
SLC22A5,False,True,False
MIR449C,False,True,False
CDC7,False,True,False
SNORA70E,False,True,False
GIN1,False,True,False
MIR4999,False,True,False
FAM72B,False,True,False
ARSB,False,True,False
FIGNL1,False,True,False
PPIG,False,True,False
FAM41AY2,False,True,False
MAPK1IP1L,False,True,False
MIR181A2HG,False,True,False
GRIP2,False,True,False
TCL1B,False,True,False
HELT,False,True,False
PRR16,False,True,False
MIR5590,False,True,False
DTWD2,False,True,False
SNORA2B,False,True,False
PAFAH2,False,True,False
KCTD18,False,True,False
MIR937,False,True,False
RN7SL592P,False,True,False
MIR567,False,True,False
SH3BGRL2,False,True,False
OR10H3,False,True,False
MEIG1,False,True,False
MIR125B1,False,True,False
RN7SL623P,False,True,False
IRAK2,False,True,False
YES1,False,True,False
MIR548F3,False,True,False
TEX101,False,True,False
GALR1,False,True,False
MX1,False,True,False
PRAF2,False,True,False
PAPPA2,False,True,False
LZTR1,False,True,False
TAGLN,False,True,False
BLID,False,True,False
INO80C,False,True,False
LDB3,False,True,False
PABPN1,False,True,False
GIMAP7,False,True,False
LINC00630,False,True,False
SSTR2,False,True,False
MIR769,False,True,False
LIN7B,False,True,False
DENND1B,False,True,False
CLEC4E,False,True,False
MRPL20,False,True,False
HOOK1,False,True,False
MRPS11,False,True,False
PLIN4,False,True,False
MIR190B,False,True,False
DAO,False,True,False
ABHD17AP5,False,True,False
TBX4,False,True,False
PTGDR,False,True,False
SPACA5,False,True,False
RNU6ATAC28P,False,True,False
AKR7L,False,True,False
SNORD125,False,True,False
LRRC8E,False,True,False
CCNK,False,True,False
BDH2,False,True,False
TCP11L1,False,True,False
DUSP3,False,True,False
MIR1237,False,True,False
TMEM243,False,True,False
UBR5,False,True,False
MRPL53,False,True,False
ABCC9,False,True,False
VMP1,False,True,False
ZNF317,False,True,False
LY75,False,True,False
SFR1,False,True,False
RNA5SP23,False,True,False
ITM2A,False,True,False
KIR2DS5,False,True,False
PANX3,False,True,False
MIR509-3,False,True,False
CPPED1,False,True,False
RRH,False,True,False
FUT3,False,True,False
TICAM2,False,True,False
NLRP6,False,True,False
NFYC,False,True,False
SAMD12-AS1,False,True,False
PHF7,False,True,False
UNC93B1,False,True,False
RN7SL164P,False,True,False
CRLF2,False,True,False
CATSPER1,False,True,False
RELL1,False,True,False
ASIP,False,True,False
CDC123,False,True,False
OR1E2,False,True,False
GPN1,False,True,False
ACOT7,False,True,False
SLC12A9,False,True,False
VAV1,False,True,False
LRRC59,False,True,False
RPTN,False,True,False
ZBTB39,False,True,False
SERPINB10,False,True,False
RN7SL804P,False,True,False
UVSSA,False,True,False
VANGL2,False,True,False
FSD2,False,True,False
CLEC9A,False,True,False
LINC00471,False,True,False
CAB39,False,True,False
SDR9C7,False,True,False
LAMB3,False,True,False
RNU4-1,False,True,False
RBM43,False,True,False
CEP68,False,True,False
HSD3B2,False,True,False
SUCO,False,True,False
H2AC21,False,True,False
IER5L,False,True,False
RN7SL39P,False,True,False
RNF148,False,True,False
RN7SL63P,False,True,False
LONRF3,False,True,False
CALCA,False,True,False
ANAPC2,False,True,False
CDON,False,True,False
MIR3614,False,True,False
NDST1,False,True,False
SEPTIN3,False,True,False
MAMLD1,False,True,False
KRTAP1-4,False,True,False
FENDRR,False,True,False
RANBP6,False,True,False
OR5M3,False,True,False
FAM111B,False,True,False
FZD2,False,True,False
ZNF791,False,True,False
XRCC4,False,True,False
SNORD49B,False,True,False
IL33,False,True,False
TAS2R7,False,True,False
HMBS,False,True,False
RRP1B,False,True,False
CCNI,False,True,False
PGBD3,False,True,False
RN7SL233P,False,True,False
SUDS3,False,True,False
POLR3H,False,True,False
BRMS1,False,True,False
NLRX1,False,True,False
LMOD3,False,True,False
TACC3,False,True,False
RNU4-91P,False,True,False
VPS52,False,True,False
MIR4722,False,True,False
HSBP1L1,False,True,False
CNRIP1,False,True,False
TFAP2E,False,True,False
FGD6,False,True,False
CTBP2,False,True,False
CDC25A,False,True,False
MBOAT7,False,True,False
RNA5SP472,False,True,False
GPATCH4,False,True,False
SLC5A10,False,True,False
ADH4,False,True,False
KLRB1,False,True,False
SLIT3,False,True,False
UBE2QL1,False,True,False
KLHL5,False,True,False
OSMR,False,True,False
CENPH,False,True,False
OR6C2,False,True,False
FMOD,False,True,False
THNSL1,False,True,False
RHEBL1,False,True,False
ZNF672,False,True,False
DCAF4,False,True,False
POFUT1,False,True,False
LINC00689,False,True,False
TTN-AS1,False,True,False
MIR4517,False,True,False
UPK1A,False,True,False
DNAJC27-AS1,False,True,False
CDHR3,False,True,False
TRIM38,False,True,False
RGN,False,True,False
SPNS3,False,True,False
OSCAR,False,True,False
MBD3L3,False,True,False
CCDC71L,False,True,False
KRTAP16-1,False,True,False
ZNF219,False,True,False
FRAS1,False,True,False
AMMECR1L,False,True,False
LRRC4B,False,True,False
NAP1L5,False,True,False
BAZ2A,False,True,False
G6PC3,False,True,False
SNAP25,False,True,False
SBDS,False,True,False
EXOSC8,False,True,False
NEUROD2,False,True,False
PNLIPRP2,False,True,False
HOXC13,False,True,False
FOXO4,False,True,False
RNA5SP351,False,True,False
COQ8A,False,True,False
SLITRK4,False,True,False
ESPNL,False,True,False
DEFA6,False,True,False
SNORA62,False,True,False
KCNAB1-AS2,False,True,False
MIR196A1,False,True,False
S100A2,False,True,False
MON1B,False,True,False
YARS2,False,True,False
NEFH,False,True,False
PLA2G7,False,True,False
ACCS,False,True,False
GSPT1,False,True,False
FNDC11,False,True,False
TPBG,False,True,False
B3GALT6,False,True,False
OTOA,False,True,False
EFTUD2,False,True,False
HCG14,False,True,False
MIR527,False,True,False
PCDHB1,False,True,False
SCRT2,False,True,False
MED31,False,True,False
MYC,False,True,False
RN7SKP290,False,True,False
SLC35B1,False,True,False
PSMA5,False,True,False
OR2L8,False,True,False
BCL7C,False,True,False
RN7SKP156,False,True,False
UHRF1,False,True,False
ATP5F1E,False,True,False
CDO1,False,True,False
CDK5,False,True,False
MIR4478,False,True,False
ZNF143,False,True,False
NANOGP11,False,True,False
CXCR4,False,True,False
ESPL1,False,True,False
UBE2S,False,True,False
RTRAF,False,True,False
PCDHA6,False,True,False
GPR42,False,True,False
PTPN7,False,True,False
TRAPPC3,False,True,False
H2BC12L,False,True,False
SYT13,False,True,False
ATRN,False,True,False
EN1,False,True,False
ATP23,False,True,False
ST8SIA2,False,True,False
CMTM3,False,True,False
SEC13,False,True,False
PRR20C,False,True,False
SLC13A1,False,True,False
ORMDL3,False,True,False
ADIPOQ,False,True,False
ITGAE,False,True,False
MSANTD4,False,True,False
RFX8,False,True,False
RN7SKP108,False,True,False
RN7SL162P,False,True,False
MAP2K3,False,True,False
PTCD1,False,True,False
PHLPP2,False,True,False
OCM2,False,True,False
DPP7,False,True,False
RPS6KA2-AS1,False,True,False
RN7SKP211,False,True,False
RN7SL689P,False,True,False
MIR3655,False,True,False
NDUFA6,False,True,False
CYB5R1,False,True,False
PCDH15,False,True,False
GRM2,False,True,False
CES3,False,True,False
THEMIS,False,True,False
PPP1R3B,False,True,False
ZCCHC14,False,True,False
GPN2,False,True,False
CEP170B,False,True,False
MIR548T,False,True,False
ZNF263,False,True,False
METTL6,False,True,False
TMEM129,False,True,False
METRNL,False,True,False
TRMT1L,False,True,False
RCOR1,False,True,False
ATF6B,False,True,False
LEUTX,False,True,False
DLGAP4,False,True,False
MIR452,False,True,False
PAX6,False,True,False
C9orf153,False,True,False
SLC5A7,False,True,False
NDUFV1,False,True,False
BAG2,False,True,False
SLC28A2,False,True,False
PACSIN2,False,True,False
SOX10,False,True,False
GAS5,False,True,False
NENF,False,True,False
TXNDC8,False,True,False
LYST,False,True,False
CD28,False,True,False
ZFYVE26,False,True,False
EFCAB6-AS1,False,True,False
NUDT8,False,True,False
CPA5,False,True,False
OMA1,False,True,False
MRPS26,False,True,False
MAP1B,False,True,False
PPP1R35,False,True,False
MLLT3,False,True,False
CSPG4P1Y,False,True,False
SAE1,False,True,False
MSANTD1,False,True,False
TSHR,False,True,False
ERFE,False,True,False
SIRPB2,False,True,False
LINC00229,False,True,False
TAPBP,False,True,False
SAMD11,False,True,False
PTK6,False,True,False
CKMT1A,False,True,False
R3HCC1L,False,True,False
RBMS3-AS3,False,True,False
SNAP29,False,True,False
RNA5SP342,False,True,False
ERCC5,False,True,False
PDYN,False,True,False
MIR3197,False,True,False
CTSW,False,True,False
RNF112,False,True,False
MIR5001,False,True,False
STING1,False,True,False
CT47A11,False,True,False
HDX,False,True,False
MMGT1,False,True,False
CATSPERG,False,True,False
PRPF19,False,True,False
UBXN7,False,True,False
LINC00477,False,True,False
ZNF853,False,True,False
ST20-MTHFS,False,True,False
RNF19B,False,True,False
THOC5,False,True,False
LINC00365,False,True,False
LAMA5,False,True,False
NUS1,False,True,False
MIR487B,False,True,False
RN7SL453P,False,True,False
ST3GAL5,False,True,False
SLC2A4,False,True,False
ZCCHC4,False,True,False
RNA5SP401,False,True,False
FIP1L1,False,True,False
PTCH2,False,True,False
MAN1C1,False,True,False
SLC5A3,False,True,False
ZC3HAV1,False,True,False
RNA5SP318,False,True,False
CARHSP1,False,True,False
GYS2,False,True,False
NDN,False,True,False
DBT,False,True,False
PABPC4,False,True,False
KIF9,False,True,False
CBLN3,False,True,False
MRPS12,False,True,False
RPE65,False,True,False
C15orf61,False,True,False
RUFY1,False,True,False
FGL1,False,True,False
F10,False,True,False
URM1,False,True,False
AK4,False,True,False
FCER2,False,True,False
ASB3,False,True,False
GRM3,False,True,False
PDLIM1,False,True,False
HSPB7,False,True,False
MSGN1,False,True,False
RNU4-14P,False,True,False
JKAMP,False,True,False
CLEC4F,False,True,False
MAGEH1,False,True,False
PHKA1,False,True,False
GLYCTK,False,True,False
COL4A2-AS1,False,True,False
WTAP,False,True,False
ALDH1B1,False,True,False
SNORD41,False,True,False
TRIM61,False,True,False
ABCF1,False,True,False
LDLRAD1,False,True,False
MESP2,False,True,False
ZNF546,False,True,False
RPS5,False,True,False
POLR1B,False,True,False
TSPAN33,False,True,False
LELP1,False,True,False
SPACA1,False,True,False
MIR4648,False,True,False
SNRNP40,False,True,False
RN7SKP91,False,True,False
ZNF395,False,True,False
ACOXL,False,True,False
SLIT2,False,True,False
LINC02877,False,True,False
RAD51C,False,True,False
ABCD1,False,True,False
MIR4734,False,True,False
WDR45B,False,True,False
MIR3143,False,True,False
CCDC112,False,True,False
CLCA2,False,True,False
ZNF415,False,True,False
WDR18,False,True,False
SGMS2,False,True,False
ASCL1,False,True,False
EBF3,False,True,False
MIR561,False,True,False
SOX3,False,True,False
ZNF788P,False,True,False
DNAJB11,False,True,False
FSTL3,False,True,False
FBXO3,False,True,False
RNA5SP475,False,True,False
KRTAP2-2,False,True,False
FUBP1,False,True,False
SRBD1,False,True,False
LINC00648,False,True,False
CA2,False,True,False
OR10G8,False,True,False
ATXN7L3,False,True,False
MBP,False,True,False
MIR584,False,True,False
LPAR2,False,True,False
RNF220,False,True,False
IRX3,False,True,False
ATIC,False,True,False
ZNFX1,False,True,False
PLCE1-AS1,False,True,False
MIR3181,False,True,False
SCARNA12,False,True,False
HAR1B,False,True,False
C11orf21,False,True,False
HSP90B1,False,True,False
POR,False,True,False
LINC00707,False,True,False
FAM230A,False,True,False
ABCB7,False,True,False
ELOF1,False,True,False
HBM,False,True,False
OR5B3,False,True,False
KIF25-AS1,False,True,False
NDUFA3,False,True,False
SPMIP8,False,True,False
SOSTDC1,False,True,False
RNA5SP489,False,True,False
MIR675,False,True,False
WARS2-IT1,False,True,False
SMAD4,False,True,False
RGL2,False,True,False
MSMO1,False,True,False
SATB1,False,True,False
XXYLT1,False,True,False
TFAP4,False,True,False
CHRNA5,False,True,False
MIR1207,False,True,False
PLCB1-IT1,False,True,False
VRK2,False,True,False
H3-3B,False,True,False
HOXA10,False,True,False
WWC2,False,True,False
KAZN,False,True,False
EPS8L3,False,True,False
PRR3,False,True,False
TLDC2,False,True,False
DBF4,False,True,False
DCDC1,False,True,False
ERG,False,True,False
TPST1,False,True,False
KLHL15,False,True,False
DDX1,False,True,False
IPO4,False,True,False
PAQR8,False,True,False
RN7SL359P,False,True,False
RN7SKP260,False,True,False
LHFPL2,False,True,False
MAP7D3,False,True,False
DNAI4,False,True,False
GLYATL1,False,True,False
GPRASP3,False,True,False
RNA5SP292,False,True,False
RN7SKP68,False,True,False
SLC28A1,False,True,False
FER1L6-AS2,False,True,False
MARCHF2,False,True,False
RGS9,False,True,False
IKBIP,False,True,False
RN7SL598P,False,True,False
LMLN-AS1,False,True,False
RNU5E-7P,False,True,False
MAPK7,False,True,False
HEYL,False,True,False
BCS1L,False,True,False
STOML3,False,True,False
CFHR4,False,True,False
SCARNA21,False,True,False
MARVELD1,False,True,False
ZBTB16,False,True,False
MIR4777,False,True,False
RNA5S17,False,True,False
PSG2,False,True,False
POLD3,False,True,False
MIR3663,False,True,False
RN7SL788P,False,True,False
TNFRSF1A,False,True,False
OR10A5,False,True,False
APOBR,False,True,False
MIR517C,False,True,False
LMOD1,False,True,False
H3C12,False,True,False
C6orf118,False,True,False
PPFIA4,False,True,False
DNAJC17,False,True,False
CHST6,False,True,False
TOX4,False,True,False
GAL3ST3,False,True,False
LINC00572,False,True,False
LINC00184,False,True,False
RN7SL652P,False,True,False
HPD,False,True,False
RNU7-153P,False,True,False
DELE1,False,True,False
HTR2A,False,True,False
TCF19,False,True,False
MIR15B,False,True,False
MIR450A1,False,True,False
RD3,False,True,False
KCNH4,False,True,False
UBR4,False,True,False
MIR1302-11,False,True,False
CNPPD1,False,True,False
MIR548AN,False,True,False
NISCH,False,True,False
RHBDD2,False,True,False
DCBLD2,False,True,False
CAMKK2,False,True,False
ZNF609,False,True,False
WDR19,False,True,False
LOXL2,False,True,False
COL16A1,False,True,False
DMP1,False,True,False
GAGE1,False,True,False
POLR3C,False,True,False
FBXW8,False,True,False
FKBP6,False,True,False
RNU4-63P,False,True,False
CAV1,False,True,False
TCEANC2,False,True,False
CCDC149,False,True,False
NT5M,False,True,False
CD247,False,True,False
CDH23-AS1,False,True,False
XKR5,False,True,False
B3GNT3,False,True,False
RNA5SP347,False,True,False
SNORD20,False,True,False
LINC00160,False,True,False
LATS2,False,True,False
ZSCAN21,False,True,False
SLCO1B1,False,True,False
CDCA7L,False,True,False
RN7SL47P,False,True,False
RNASEH2B-AS1,False,True,False
C1orf50,False,True,False
DHX57,False,True,False
DGKQ,False,True,False
ARHGAP26,False,True,False
PCYT2,False,True,False
CCNJ,False,True,False
C2orf76,False,True,False
ETFBKMT,False,True,False
BRCA2,False,True,False
HTR3C,False,True,False
AIF1L,False,True,False
TMOD4,False,True,False
ITGB2,False,True,False
SLC36A1,False,True,False
CSF1,False,True,False
RN7SL574P,False,True,False
DDX5,False,True,False
RN7SKP158,False,True,False
PAXX,False,True,False
ITGB8,False,True,False
PPP1R27,False,True,False
SLC4A5,False,True,False
FAM170B,False,True,False
TCP11,False,True,False
TPTE,False,True,False
LINC00676,False,True,False
CACNA1C-IT3,False,True,False
RAB2B,False,True,False
CENPA,False,True,False
MIR4682,False,True,False
RN7SL705P,False,True,False
IQGAP2,False,True,False
ACTR6,False,True,False
TMEM268,False,True,False
FZD9,False,True,False
AGO2,False,True,False
OMD,False,True,False
AGK,False,True,False
HAX1,False,True,False
RN7SL865P,False,True,False
ANKS6,False,True,False
TFAP2B,False,True,False
FNDC10,False,True,False
CDH26,False,True,False
ZNF74,False,True,False
MIR3132,False,True,False
MIR183,False,True,False
DRAM1,False,True,False
SCG3,False,True,False
ACRV1,False,True,False
GRM6,False,True,False
SIK2,False,True,False
GPATCH1,False,True,False
ASGR1,False,True,False
ACOT12,False,True,False
TMEM184B,False,True,False
VWA7,False,True,False
NDUFB1,False,True,False
NCAM1,False,True,False
FADS2,False,True,False
LINC00604,False,True,False
GCNT3,False,True,False
ZBTB5,False,True,False
RAB34,False,True,False
MIR4447,False,True,False
RARG,False,True,False
TMPRSS11B,False,True,False
HERC6,False,True,False
CAMK2G,False,True,False
FUT8-AS1,False,True,False
CHD7,False,True,False
MIR4299,False,True,False
SNORA54,False,True,False
CYP46A1,False,True,False
RNF223,False,True,False
ST8SIA6,False,True,False
PPARA,False,True,False
SNORA18,False,True,False
FOLH1,False,True,False
ADCY1,False,True,False
RNU4-83P,False,True,False
TMEM72,False,True,False
SRRM2-AS1,False,True,False
GPR148,False,True,False
RGL3,False,True,False
PARP6,False,True,False
SEH1L,False,True,False
RYBP,False,True,False
ITGAD,False,True,False
DTNBP1,False,True,False
ASB9,False,True,False
MIR4502,False,True,False
MIR4509-1,False,True,False
CRACD,False,True,False
NUMB,False,True,False
LRRC8D,False,True,False
DMTF1,False,True,False
WWP1,False,True,False
SUV39H1,False,True,False
SPECC1,False,True,False
FBXW10B,False,True,False
NALF2,False,True,False
ITSN2,False,True,False
CAMK2B,False,True,False
SYNJ2,False,True,False
NUGGC,False,True,False
RNU7-180P,False,True,False
HOXD4,False,True,False
LURAP1L,False,True,False
GATM,False,True,False
RN7SL242P,False,True,False
MGAT4A,False,True,False
CACNA1D,False,True,False
LINC02873,False,True,False
R3HDM1,False,True,False
CCDC89,False,True,False
RN7SL265P,False,True,False
DLEU7-AS1,False,True,False
RNF186,False,True,False
FAM222A,False,True,False
FGF20,False,True,False
RN7SL672P,False,True,False
ADAM21,False,True,False
RNU4-2,False,True,False
HTRA4,False,True,False
TMEM230,False,True,False
THSD7B,False,True,False
MIR5587,False,True,False
RN7SL808P,False,True,False
CAMSAP2,False,True,False
RN7SL60P,False,True,False
AURKB,False,True,False
CRYGS,False,True,False
GLRA4,False,True,False
RPS6,False,True,False
HMGN3,False,True,False
LRRC24,False,True,False
KCNJ15,False,True,False
RNU7-195P,False,True,False
PDE10A,False,True,False
TNPO1,False,True,False
PATE2,False,True,False
ACSS2,False,True,False
SLC9C2,False,True,False
SEMA4F,False,True,False
CCDC137,False,True,False
RAD21,False,True,False
TADA1,False,True,False
AKIP1,False,True,False
